"npo.id","yr","review","note"
"npo2007",2013,"v",""
"npo2007",2012,"v",""
"npo2007",2011,"v",""
"npo2020",2014,"v",""
"npo2020",2013,"v",""
"npo2020",2012,"v",""
"npo2020",2011,"v",""
"npo2020",2010,"v",""
"npo2020",2009,"v",""
"npo2020",2008,"v",""
"npo2035",2014,"x","1 項未輸入完成: 資產及負債之淨變動"
"npo2035",2013,"v",""
"npo2036",2014,"v",""
"npo2036",2013,"v",""
"npo2036",2012,"v",""
"npo2036",2011,"v",""
"npo2036",2010,"x","標準項目有 8 項為 0; 1 項應標示包含於哪個欄位: 營運活動調整項"
"npo2036",2009,"v",""
"npo2036",2008,"x","資產負債未平衡"
"npo2036",2007,"v",""
"npo2036",2006,"v",""
"npo2051",2014,"v",""
"npo2051",2013,"v",""
"npo2051",2012,"v",""
"npo2051",2011,"x","標準項目有 5 項為 0; 多項未輸入完成: 流動資產, 基金及投資, 固定資產淨額..."
"npo2051",2010,NA,NA
"npo2051",2009,NA,NA
"npo2055",2014,"x","資產負債未平衡"
"npo2055",2013,"v",""
"npo2055",2012,"v",""
"npo2055",2011,"v",""
"npo2055",2010,"v",""
"npo2055",2009,"v",""
"npo2071",2014,"v",""
"npo2071",2013,"v",""
"npo2071",2012,"x","1 項應標示包含於哪個欄位: 提撥數"
"npo2071",2011,"v",""
"npo2084",2014,"x","標準項目共 20 項; 標準項目有 15 項為 0; 僅輸入了 5 項; 資產負債未平衡; 應有子項目: 流動負債; 1 子項無金額: 流動負債-暫收款; 需補畫標示框"
"npo2139",2014,"v",""
"npo2139",2013,"x","資產負債未平衡"
"npo2139",2012,"v",""
"npo2139",2011,"v",""
"npo2139",2010,"v",""
"npo2195",2014,"v",""
"npo2195",2013,"v",""
"npo2195",2012,"v",""
"npo2195",2011,"v",""
"npo2195",2010,"v",""
"npo2195",2009,"v",""
"npo2195",2008,"v",""
"npo2195",2007,"v",""
"npo2195",2006,NA,NA
"npo2197",2014,"v",""
"npo2197",2013,"x","資產負債未平衡"
"npo2197",2012,"v",""
"npo2197",2011,"v",""
"npo2197",2010,"v",""
"npo2197",2009,"x","資產負債未平衡"
"npo2197",2008,"v",""
"npo2197",2007,"v",""
"npo2211",2014,"v",""
"npo2211",2013,"v",""
"npo2211",2012,NA,NA
"npo2211",2011,NA,NA
"npo2211",2010,NA,NA
"npo2211",2009,NA,NA
"npo2214",2014,"v",""
"npo2214",2013,NA,NA
"npo2214",2012,NA,NA
"npo2214",2011,NA,NA
"npo2270",2014,"v",""
"npo2270",2013,NA,NA
"npo2270",2012,NA,NA
"npo2270",2011,NA,NA
"npo2270",2010,NA,NA
"npo2270",2009,NA,NA
"npo2270",2008,NA,NA
"npo2270",2007,NA,NA
"npo2270",2006,NA,NA
"npo2279",2014,"x","標準項目共 45 項; 資產負債未平衡"
"npo2279",2013,NA,NA
"npo2279",2012,NA,NA
"npo2279",2011,NA,NA
"npo2279",2010,NA,NA
"npo2279",2009,NA,NA
"npo2292",2014,"check","標準項目有 5 項為 0"
"npo2292",2013,"v",""
"npo2292",2012,"v",""
"npo2292",2011,"v",""
"npo2292",2010,"x","標準項目有 13 項為 0; 多項未輸入完成: 會費收入, 捐款收入, 補助收入..."
"npo2292",2009,NA,NA
"npo2292",2008,NA,NA
"npo2292",2007,NA,NA
"npo2292",2006,NA,NA
"npo2293",2014,"check","標準項目有 4 項為 0"
"npo2293",2013,"v",""
"npo2293",2012,NA,NA
"npo2293",2011,NA,NA
"npo2293",2010,NA,NA
"npo2293",2009,NA,NA
"npo2293",2008,NA,NA
"npo2297",2014,NA,NA
"npo2297",2013,NA,NA
"npo2303",2014,"v",""
"npo2303",2013,"v",""
"npo2303",2012,NA,NA
"npo2303",2011,NA,NA
"npo2303",2010,NA,NA
"npo2303",2009,NA,NA
"npo2303",2008,NA,NA
"npo2303",2007,NA,NA
"npo2303",2006,NA,NA
"npo2306",2014,"check","標準項目共 30 項"
"npo2306",2013,NA,NA
"npo2308",2014,"v",""
"npo2308",2013,NA,NA
"npo2308",2012,NA,NA
"npo2335",2014,"v",""
"npo2335",2013,"v",""
"npo2335",2012,"v",""
"npo2335",2011,"v",""
"npo2335",2010,"v",""
"npo2335",2009,"v",""
"npo2335",2008,"v",""
"npo2335",2007,"v",""
"npo2335",2006,"v",""
"npo2350",2014,"v",""
"npo2350",2013,"v",""
"npo2350",2012,"v",""
"npo2360",2014,"v",""
"npo2360",2013,"v",""
"npo2360",2012,"v",""
"npo2360",2011,"v",""
"npo2360",2010,"v",""
"npo2360",2009,"v",""
"npo2360",2008,"v",""
"npo2360",2007,"v",""
"npo2360",2006,"v",""
"npo2380",2014,"v",""
"npo2380",2013,"v",""
"npo2385",2014,"v",""
"npo2390",2014,"v",""
"npo2390",2013,"v",""
"npo2403",2014,"v",""
"npo2403",2013,"v",""
"npo2403",2012,"v",""
"npo2423",2014,"v",""
"npo2423",2013,"v",""
"npo2423",2012,"v",""
"npo2423",2011,"v",""
"npo2428",2014,"v",""
"npo2428",2013,"v",""
"npo2428",2012,"v",""
"npo2428",2011,"v",""
"npo2428",2010,"v",""
"npo2445",2014,"v",""
"npo2445",2013,"v",""
"npo2445",2012,"v",""
"npo2445",2011,"v",""
"npo2445",2010,"v",""
"npo2445",2009,"v",""
"npo2445",2008,"v",""
"npo2445",2007,"v",""
"npo2445",2006,NA,NA
"npo2447",2014,"v",""
"npo2447",2013,"v",""
"npo2447",2012,"v",""
"npo2447",2011,"v",""
"npo2448",2014,"v",""
"npo2448",2013,"v",""
"npo2448",2012,"v",""
"npo2455",2014,"v",""
"npo2455",2013,"v",""
"npo2475",2014,"v",""
"npo2475",2013,"v",""
"npo2475",2012,"v",""
"npo2475",2011,"v",""
"npo2475",2010,"v",""
"npo2475",2009,"v",""
"npo2475",2008,"v",""
"npo2475",2007,"v",""
"npo2475",2006,NA,NA
"npo2481",2014,"v",""
"npo2481",2013,"v",""
"npo2505",2014,"v",""
"npo2505",2013,"v",""
"npo2505",2012,"v",""
"npo2534",2014,"v",""
"npo2534",2013,"v",""
"npo2534",2012,"v",""
"npo2534",2011,"v",""
"npo2534",2010,"v",""
"npo2534",2009,"v",""
"npo2534",2008,"v",""
"npo2534",2007,"v",""
"npo2543",2014,"v",""
"npo2543",2013,"v",""
"npo2543",2012,"v",""
"npo2543",2011,"v",""
"npo2543",2010,"v",""
"npo2543",2009,"v",""
"npo2562",2014,"v",""
"npo2562",2013,"v",""
"npo2562",2012,"v",""
"npo2562",2011,"v",""
"npo2562",2010,"v",""
"npo2562",2009,"v",""
"npo2566",2014,"v",""
"npo2566",2013,"v",""
"npo2612",2014,"v",""
"npo2612",2013,"v",""
"npo2612",2012,"v",""
"npo2612",2011,"v",""
"npo2612",2010,"v",""
"npo2612",2009,"v",""
"npo2612",2008,"v",""
"npo2612",2007,"v",""
"npo2612",2006,"v",""
